record_year,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
2018,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,CA,small car,1,14,20,16,2,No
2018,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,FA,small car,1,14,20,16,2,No
2018,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,CA,small car,1,15,22,17,3,No
2018,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,FA,small car,1,15,22,17,3,No
2018,BMW M6 Gran Coupe,4.4,8.0,AMS-7,2WD,Gasoline,CA,small car,1,14,20,16,2,No
2018,BMW M6 Gran Coupe,4.4,8.0,AMS-7,2WD,Gasoline,FA,small car,1,14,20,16,2,No
2018,BMW M6 Gran Coupe,4.4,8.0,Man-6,2WD,Gasoline,CA,small car,1,15,22,17,3,No
2018,BMW M6 Gran Coupe,4.4,8.0,Man-6,2WD,Gasoline,FA,small car,1,15,22,17,3,No
2018,BMW M760i xDrive,6.6,12.0,SemiAuto-8,4WD,Gasoline,CA,large car,3,13,20,16,2,No
2018,BMW M760i xDrive,6.6,12.0,SemiAuto-8,4WD,Gasoline,FA,large car,3,13,20,16,2,No
2018,BMW X1 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,large car,7,23,32,26,5,No
2018,BMW X1 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,large car,7,23,32,26,5,No
2018,BMW X1 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,large car,7,22,31,25,5,No
2018,BMW X1 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,large car,7,22,31,25,5,No
2018,BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,3,18,25,21,4,No
2018,BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,3,18,25,21,4,No
2018,BMW X4 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,3,20,28,23,5,No
2018,BMW X4 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,3,20,28,23,5,No
2018,BUICK Encore,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,27,33,30,7,Yes
2018,BUICK Encore,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,27,33,30,7,Yes
2018,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,26,31,28,6,No
2018,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,26,31,28,6,No
2018,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,24,30,27,6,No
2018,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,24,30,27,6,No
2018,BUICK Lacrosse,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,5,25,35,29,6,No
2018,BUICK Lacrosse,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,5,25,35,29,6,No
2018,BUICK Lacrosse,3.6,6.0,SemiAuto-9,2WD,Gasoline,CA,midsize car,5,21,30,24,5,No
2018,BUICK Lacrosse,3.6,6.0,SemiAuto-9,2WD,Gasoline,FA,midsize car,5,21,30,24,5,No
2018,BUICK Lacrosse,3.6,6.0,SemiAuto-9,4WD,Gasoline,CA,midsize car,5,20,29,23,5,No
2018,BUICK Lacrosse,3.6,6.0,SemiAuto-9,4WD,Gasoline,FA,midsize car,5,20,29,23,5,No
2018,CADILLAC ATS,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,5,20,29,23,5,No
2018,CADILLAC ATS,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,5,20,29,23,5,No
2018,CADILLAC ATS,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,5,22,31,25,5,No
2018,CADILLAC ATS,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,5,22,31,25,5,No
2018,CADILLAC ATS,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,5,22,30,25,5,No
2018,CADILLAC ATS,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,5,22,30,25,5,No
2018,CADILLAC ATS,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,5,20,30,24,5,No
2018,CADILLAC ATS,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,5,20,30,24,5,No
2018,CADILLAC ATS,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,small car,5,19,27,22,4,No
2018,CADILLAC ATS,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,small car,5,19,27,22,4,No
2018,CADILLAC ATS-V,3.6,6.0,Man-6,2WD,Gasoline,CA,small car,3,16,23,19,3,No
2018,CADILLAC ATS-V,3.6,6.0,Man-6,2WD,Gasoline,FA,small car,3,16,23,19,3,No
2018,CADILLAC ATS-V,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,3,17,25,20,4,No
2018,CADILLAC ATS-V,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,3,17,25,20,4,No
2018,CADILLAC CT6,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,large car,5,22,30,25,5,No
2018,CADILLAC CT6,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,large car,5,22,30,25,5,No
2018,CADILLAC CT6,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,large car,3,18,26,21,4,No
2018,CADILLAC CT6,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,large car,3,18,26,21,4,No
2018,CADILLAC CT6,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,large car,5,18,27,21,4,No
2018,CADILLAC CT6,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,large car,5,18,27,21,4,No
2018,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,22,30,25,5,No
2018,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,5,22,30,25,5,No
2018,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,21,29,24,5,No
2018,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,5,21,29,24,5,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,3,16,24,19,3,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,3,16,24,19,3,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,20,30,24,5,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,5,20,30,24,5,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,19,27,22,4,No
2018,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,5,19,27,22,4,No
2018,CADILLAC CTS-V,6.2,8.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,1,14,21,17,3,No
2018,CADILLAC CTS-V,6.2,8.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,1,14,21,17,3,No
2018,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,CA,standard SUV,3,14,23,17,3,No
2018,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,FA,standard SUV,3,14,23,17,3,No
2018,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,CA,standard SUV,3,14,21,17,3,No
2018,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,FA,standard SUV,3,14,21,17,3,No
2018,CADILLAC XT5,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,small SUV,5,19,26,22,4,No
2018,CADILLAC XT5,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,small SUV,5,19,26,22,4,No
2018,CADILLAC XT5,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,18,25,21,4,No
2018,CADILLAC XT5,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,5,18,25,21,4,No
2018,CHEVROLET Camaro,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,5,20,30,23,5,No
2018,CHEVROLET Camaro,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,5,20,30,23,5,No
2018,CHEVROLET Camaro,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,5,22,31,25,5,No
2018,CHEVROLET Camaro,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,5,22,31,25,5,No
2018,CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,CA,small car,5,16,28,20,4,No
2018,CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,FA,small car,5,16,28,20,4,No
2018,CHEVROLET Camaro,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,5,19,29,23,5,No
2018,CHEVROLET Camaro,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,5,19,29,23,5,No
2018,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,CA,small car,1,14,20,16,2,No
2018,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,FA,small car,1,14,20,16,2,No
2018,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,CA,small car,1,16,25,19,3,No
2018,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,FA,small car,1,16,25,19,3,No
2018,CHEVROLET Camaro,6.2,8.0,SemiAuto-10,2WD,Gasoline,CA,small car,1,13,21,15,2,No
2018,CHEVROLET Camaro,6.2,8.0,SemiAuto-10,2WD,Gasoline,FA,small car,1,13,21,15,2,No
2018,CHEVROLET Camaro,6.2,8.0,SemiAuto-8,2WD,Gasoline,CA,small car,1,17,27,20,4,No
2018,CHEVROLET Camaro,6.2,8.0,SemiAuto-8,2WD,Gasoline,FA,small car,1,17,27,20,4,No
2018,CHEVROLET Colorado,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No
2018,CHEVROLET Colorado,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No
2018,CHEVROLET Colorado,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No
2018,CHEVROLET Colorado,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No
2018,CHEVROLET Colorado,2.5,4.0,Man-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No
2018,CHEVROLET Colorado,2.5,4.0,Man-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No
2018,CHEVROLET Colorado,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,22,30,25,4,No
2018,CHEVROLET Colorado,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,22,30,25,4,No
2018,CHEVROLET Colorado,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,20,28,23,4,No
2018,CHEVROLET Colorado,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,20,28,23,4,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,CA,special purpose,5,15,15,15,2,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,FA,special purpose,5,15,15,15,2,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No
2018,CHEVROLET Colorado,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No
2018,CHEVROLET Colorado ZR2,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,19,22,20,3,No
2018,CHEVROLET Colorado ZR2,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,19,22,20,3,No
2018,CHEVROLET Colorado ZR2,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,16,18,17,3,No
2018,CHEVROLET Colorado ZR2,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,16,18,17,3,No
2018,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,CA,small car,1,15,22,18,3,No
2018,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,CA,small car,1,16,25,19,3,No
2018,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,FA,small car,1,15,22,18,3,No
2018,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,FA,small car,1,16,25,19,3,No
2018,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,CA,small car,1,13,23,16,2,No
2018,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,CA,small car,1,15,25,18,3,No
2018,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,FA,small car,1,13,23,16,2,No
2018,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,FA,small car,1,15,25,18,3,No
2018,CHEVROLET Cruze,1.4,4.0,Man-6,2WD,Gasoline,CA,small car,6,27,40,32,7,Yes
2018,CHEVROLET Cruze,1.4,4.0,Man-6,2WD,Gasoline,FA,small car,6,27,40,32,7,Yes
2018,CHEVROLET Cruze,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,6,29,40,33,8,Yes
2018,CHEVROLET Cruze,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,29,40,33,8,Yes
2018,CHEVROLET Cruze,1.6,4.0,Auto-9,2WD,Diesel,CA,small car,3,31,47,37,7,Yes
2018,CHEVROLET Cruze,1.6,4.0,Auto-9,2WD,Diesel,FA,small car,3,31,47,37,7,Yes
2018,CHEVROLET Cruze,1.6,4.0,Man-6,2WD,Diesel,CA,small car,3,30,52,37,7,Yes
2018,CHEVROLET Cruze,1.6,4.0,Man-6,2WD,Diesel,FA,small car,3,30,52,37,7,Yes
2018,CHEVROLET Cruze Hatchback,1.4,4.0,Man-6,2WD,Gasoline,CA,midsize car,6,27,38,31,7,Yes
2018,CHEVROLET Cruze Hatchback,1.4,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,27,38,31,7,Yes
2018,CHEVROLET Cruze Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,29,38,32,7,Yes
2018,CHEVROLET Cruze Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,29,38,32,7,Yes
2018,CHEVROLET Cruze Hatchback,1.6,4.0,Auto-9,2WD,Diesel,CA,midsize car,3,30,45,35,7,Yes
2018,CHEVROLET Cruze Hatchback,1.6,4.0,Auto-9,2WD,Diesel,FA,midsize car,3,30,45,35,7,Yes
2018,CHEVROLET Cruze Hatchback,1.6,4.0,Man-6,2WD,Diesel,CA,midsize car,3,29,48,35,7,Yes
2018,CHEVROLET Cruze Hatchback,1.6,4.0,Man-6,2WD,Diesel,FA,midsize car,3,29,48,35,7,Yes
2018,CHEVROLET Cruze Premier,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,6,29,39,33,8,Yes
2018,CHEVROLET Cruze Premier,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,29,39,33,8,Yes
2018,CHEVROLET Cruze Premier Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6,28,37,31,7,Yes
2018,CHEVROLET Cruze Premier Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,28,37,31,7,Yes
2018,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,CA,small SUV,5,26,32,28,6,No
2018,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,FA,small SUV,5,26,32,28,6,No
2018,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,CA,small SUV,5,24,30,26,5,No
2018,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,FA,small SUV,5,24,30,26,5,No
2018,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,CA,small SUV,3,28,39,32,6,No
2018,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,FA,small SUV,3,28,39,32,6,No
2018,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,CA,small SUV,3,28,38,32,6,No
2018,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,FA,small SUV,3,28,38,32,6,No
2018,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,CA,small SUV,5,22,29,25,5,No
2018,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,FA,small SUV,5,22,29,25,5,No
2018,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,22,28,24,5,No
2018,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,22,28,24,5,No
2018,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,3,22,30,25,5,No
2018,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,3,22,30,25,5,No
2018,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol/Gas,CA,large car,5,14/18,20/28,16/22,4,No
2018,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol/Gas,FA,large car,5,14/18,20/28,16/22,4,No
2018,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,19,28,22,4,No
2018,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,large car,7,19,28,22,4,No
2018,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,6,27,36,30,7,Yes
2018,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6,27,36,30,7,Yes
2018,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7,27,36,30,7,Yes
2018,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,7,27,36,30,7,Yes
2018,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,3,49,43,46,10,Yes
2018,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,3,49,43,46,10,Yes
2018,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,5,22,32,26,5,No
2018,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,5,22,32,26,5,No
2018,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol/Gas,CA,pickup,5,12/18,16/24,14/20,4,No
2018,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,5,12/18,16/24,14/20,4,No
2018,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol/Gas,CA,pickup,5,12/17,15/22,13/19,3,No
2018,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,5,12/17,15/22,13/19,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,pickup,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,CA,pickup,3,16,23,19,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,CA,special purpose,3,15,20,17,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,FA,pickup,3,16,23,19,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,FA,special purpose,3,15,20,17,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,CA,pickup,3,16,22,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,CA,special purpose,3,15,19,17,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,FA,pickup,3,16,22,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,FA,special purpose,3,15,19,17,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,18,24,20,4,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,18,24,20,4,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,16,22,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,16,22,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,16,21,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,16,21,18,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,15,20,17,3,No
2018,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,15,20,17,3,No
2018,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,15,21,17,3,No
2018,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,15,21,17,3,No
2018,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,15,20,17,3,No
2018,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,15,20,17,3,No
2018,CHEVROLET Sonic,1.4,4.0,Man-6,2WD,Gasoline,CA,small car,3,28,37,32,7,Yes
2018,CHEVROLET Sonic,1.4,4.0,Man-6,2WD,Gasoline,FA,small car,3,28,37,32,7,Yes
2018,CHEVROLET Sonic,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,27,35,30,7,Yes
2018,CHEVROLET Sonic,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,27,35,30,7,Yes
2018,CHEVROLET Sonic 5,1.4,4.0,Man-6,2WD,Gasoline,CA,station wagon,3,28,37,32,7,Yes
2018,CHEVROLET Sonic 5,1.4,4.0,Man-6,2WD,Gasoline,FA,station wagon,3,28,37,32,7,Yes
2018,CHEVROLET Sonic 5,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,3,27,35,30,7,Yes
2018,CHEVROLET Sonic 5,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,3,27,35,30,7,Yes
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,standard SUV,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,standard SUV,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,CA,standard SUV,3,11/16,15/22,12/18,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,standard SUV,3,11/16,15/22,12/18,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gasoline,CA,standard SUV,3,15,22,18,3,No
2018,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gasoline,FA,standard SUV,3,15,22,18,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,standard SUV,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,standard SUV,3,12/16,17/23,14/19,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,CA,standard SUV,3,11/16,16/22,13/18,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,standard SUV,3,11/16,16/22,13/18,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,CA,standard SUV,3,16,22,18,3,No
2018,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,FA,standard SUV,3,16,22,18,3,No
2018,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,CA,standard SUV,3,14,23,17,3,No
2018,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,FA,standard SUV,3,14,23,17,3,No
2018,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,CA,standard SUV,3,14,22,17,3,No
2018,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,FA,standard SUV,3,14,22,17,3,No
2018,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,2WD,Gasoline,CA,standard SUV,5,18,27,21,4,No
2018,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,2WD,Gasoline,FA,standard SUV,5,18,27,21,4,No
2018,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,4WD,Gasoline,CA,standard SUV,5,17,25,20,4,No
2018,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,4WD,Gasoline,FA,standard SUV,5,17,25,20,4,No
2018,CHEVROLET Trax,1.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,24,30,27,6,No
2018,CHEVROLET Trax,1.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,24,30,27,6,No
2018,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline/Electricity,CA,small car,3,43/113,42/99,42/106,10,Yes
2018,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline/Electricity,FA,small car,3,43/113,42/99,42/106,10,Yes
2018,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline/Electricity,CA,small car,7,43/113,42/99,42/106,10,Elite
2018,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline/Electricity,FA,small car,7,43/113,42/99,42/106,10,Elite
2018,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol/Gas,CA,large car,3,14/19,22/30,17/23,5,No
2018,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol/Gas,FA,large car,3,14/19,22/30,17/23,5,No
2018,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,CA,large car,3,19,30,23,5,No
2018,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,FA,large car,3,19,30,23,5,No
