,record_year,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
208,2018,BMW M240i Coupe,3.0,60,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21.0,30.0,24.0,5,No
209,2018,BMW M3,3.0,60,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No
210,2018,BMW M3,3.0,60,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No
211,2018,BMW M3,3.0,60,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No
212,2018,BMW M3,3.0,60,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No
213,2018,BMW M4 Convertible,3.0,60,AMS-7,2WD,Gasoline,CA,small car,3.0,16.0,22.0,19.0,3,No
214,2018,BMW M4 Convertible,3.0,60,AMS-7,2WD,Gasoline,FA,small car,3.0,16.0,22.0,19.0,3,No
215,2018,BMW M4 Convertible,3.0,60,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No
216,2018,BMW M4 Convertible,3.0,60,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No
217,2018,BMW M4 Coupe,3.0,60,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No
218,2018,BMW M4 Coupe,3.0,60,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No
219,2018,BMW M4 Coupe,3.0,60,Man-6,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No
220,2018,BMW M4 Coupe,3.0,60,Man-6,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No
221,2018,BMW M4 DTM Champions Edition,3.0,60,AMS-7,2WD,Gasoline,CA,small car,3.0,17.0,24.0,20.0,4,No
222,2018,BMW M4 DTM Champions Edition,3.0,60,AMS-7,2WD,Gasoline,FA,small car,3.0,17.0,24.0,20.0,4,No
223,2018,BMW M550i,4.4,80,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,16.0,25.0,19.0,3,No
224,2018,BMW M550i,4.4,80,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,16.0,25.0,19.0,3,No
225,2018,BMW M6 Convertible,4.4,80,AMS-7,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No
226,2018,BMW M6 Convertible,4.4,80,AMS-7,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No
227,2018,BMW M6 Convertible,4.4,80,Man-6,2WD,Gasoline,CA,small car,1.0,15.0,22.0,17.0,3,No
228,2018,BMW M6 Convertible,4.4,80,Man-6,2WD,Gasoline,FA,small car,1.0,15.0,22.0,17.0,3,No
229,2018,BMW M6 Gran Coupe,4.4,80,AMS-7,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No
230,2018,BMW M6 Gran Coupe,4.4,80,AMS-7,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No
231,2018,BMW M6 Gran Coupe,4.4,80,Man-6,2WD,Gasoline,CA,small car,1.0,15.0,22.0,17.0,3,No
232,2018,BMW M6 Gran Coupe,4.4,80,Man-6,2WD,Gasoline,FA,small car,1.0,15.0,22.0,17.0,3,No
233,2018,BMW M760i xDrive,6.6,120,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,13.0,20.0,16.0,2,No
234,2018,BMW M760i xDrive,6.6,120,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,13.0,20.0,16.0,2,No
235,2018,BMW X1 sDrive28i,2.0,40,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,23.0,32.0,26.0,5,No
236,2018,BMW X1 sDrive28i,2.0,40,SemiAuto-8,2WD,Gasoline,FA,large car,7.0,23.0,32.0,26.0,5,No
237,2018,BMW X1 xDrive28i,2.0,40,SemiAuto-8,4WD,Gasoline,CA,large car,7.0,22.0,31.0,25.0,5,No
238,2018,BMW X1 xDrive28i,2.0,40,SemiAuto-8,4WD,Gasoline,FA,large car,7.0,22.0,31.0,25.0,5,No
239,2018,BMW X4 M40i,3.0,60,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,18.0,25.0,21.0,4,No
240,2018,BMW X4 M40i,3.0,60,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,18.0,25.0,21.0,4,No
241,2018,BMW X4 xDrive28i,2.0,40,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,20.0,28.0,23.0,5,No
242,2018,BMW X4 xDrive28i,2.0,40,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,20.0,28.0,23.0,5,No
243,2018,BUICK Encore,1.4,40,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,27.0,33.0,30.0,7,Yes
244,2018,BUICK Encore,1.4,40,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,27.0,33.0,30.0,7,Yes
245,2018,BUICK Encore,1.4,40,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,26.0,31.0,28.0,6,No
246,2018,BUICK Encore,1.4,40,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,26.0,31.0,28.0,6,No
247,2018,BUICK Encore,1.4,40,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,24.0,30.0,27.0,6,No
248,2018,BUICK Encore,1.4,40,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,24.0,30.0,27.0,6,No
249,2018,BUICK Lacrosse,2.5,40,Auto-6,2WD,Gasoline,CA,midsize car,5.0,25.0,35.0,29.0,6,No
250,2018,BUICK Lacrosse,2.5,40,Auto-6,2WD,Gasoline,FA,midsize car,5.0,25.0,35.0,29.0,6,No
251,2018,BUICK Lacrosse,3.6,60,SemiAuto-9,2WD,Gasoline,CA,midsize car,5.0,21.0,30.0,24.0,5,No
252,2018,BUICK Lacrosse,3.6,60,SemiAuto-9,2WD,Gasoline,FA,midsize car,5.0,21.0,30.0,24.0,5,No
253,2018,BUICK Lacrosse,3.6,60,SemiAuto-9,4WD,Gasoline,CA,midsize car,5.0,20.0,29.0,23.0,5,No
254,2018,BUICK Lacrosse,3.6,60,SemiAuto-9,4WD,Gasoline,FA,midsize car,5.0,20.0,29.0,23.0,5,No
255,2018,CADILLAC ATS,2.0,40,Man-6,2WD,Gasoline,CA,small car,5.0,20.0,29.0,23.0,5,No
256,2018,CADILLAC ATS,2.0,40,Man-6,2WD,Gasoline,FA,small car,5.0,20.0,29.0,23.0,5,No
257,2018,CADILLAC ATS,2.0,40,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22.0,31.0,25.0,5,No
258,2018,CADILLAC ATS,2.0,40,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22.0,31.0,25.0,5,No
259,2018,CADILLAC ATS,2.0,40,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,22.0,30.0,25.0,5,No
260,2018,CADILLAC ATS,2.0,40,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,22.0,30.0,25.0,5,No
261,2018,CADILLAC ATS,3.6,60,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20.0,30.0,24.0,5,No
262,2018,CADILLAC ATS,3.6,60,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20.0,30.0,24.0,5,No
263,2018,CADILLAC ATS,3.6,60,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,19.0,27.0,22.0,4,No
264,2018,CADILLAC ATS,3.6,60,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,19.0,27.0,22.0,4,No
265,2018,CADILLAC ATS-V,3.6,60,Man-6,2WD,Gasoline,CA,small car,3.0,16.0,23.0,19.0,3,No
266,2018,CADILLAC ATS-V,3.6,60,Man-6,2WD,Gasoline,FA,small car,3.0,16.0,23.0,19.0,3,No
267,2018,CADILLAC ATS-V,3.6,60,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17.0,25.0,20.0,4,No
268,2018,CADILLAC ATS-V,3.6,60,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17.0,25.0,20.0,4,No
269,2018,CADILLAC CT6,2.0,40,SemiAuto-8,2WD,Gasoline,CA,large car,5.0,22.0,30.0,25.0,5,No
270,2018,CADILLAC CT6,2.0,40,SemiAuto-8,2WD,Gasoline,FA,large car,5.0,22.0,30.0,25.0,5,No
271,2018,CADILLAC CT6,3.0,60,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,18.0,26.0,21.0,4,No
272,2018,CADILLAC CT6,3.0,60,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,18.0,26.0,21.0,4,No
273,2018,CADILLAC CT6,3.6,60,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,18.0,27.0,21.0,4,No
274,2018,CADILLAC CT6,3.6,60,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,18.0,27.0,21.0,4,No
275,2018,CADILLAC CTS,2.0,40,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,22.0,30.0,25.0,5,No
276,2018,CADILLAC CTS,2.0,40,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,22.0,30.0,25.0,5,No
277,2018,CADILLAC CTS,2.0,40,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,21.0,29.0,24.0,5,No
278,2018,CADILLAC CTS,2.0,40,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,21.0,29.0,24.0,5,No
279,2018,CADILLAC CTS,3.6,60,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,16.0,24.0,19.0,3,No
280,2018,CADILLAC CTS,3.6,60,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,16.0,24.0,19.0,3,No
281,2018,CADILLAC CTS,3.6,60,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,20.0,30.0,24.0,5,No
282,2018,CADILLAC CTS,3.6,60,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,20.0,30.0,24.0,5,No
283,2018,CADILLAC CTS,3.6,60,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,19.0,27.0,22.0,4,No
284,2018,CADILLAC CTS,3.6,60,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,19.0,27.0,22.0,4,No
285,2018,CADILLAC CTS-V,6.2,80,SemiAuto-8,2WD,Gasoline,CA,midsize car,1.0,14.0,21.0,17.0,3,No
286,2018,CADILLAC CTS-V,6.2,80,SemiAuto-8,2WD,Gasoline,FA,midsize car,1.0,14.0,21.0,17.0,3,No
287,2018,CADILLAC Escalade,6.2,80,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14.0,23.0,17.0,3,No
288,2018,CADILLAC Escalade,6.2,80,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14.0,23.0,17.0,3,No
289,2018,CADILLAC Escalade,6.2,80,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14.0,21.0,17.0,3,No
290,2018,CADILLAC Escalade,6.2,80,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14.0,21.0,17.0,3,No
291,2018,CADILLAC XT5,3.6,60,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,19.0,26.0,22.0,4,No
292,2018,CADILLAC XT5,3.6,60,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,19.0,26.0,22.0,4,No
293,2018,CADILLAC XT5,3.6,60,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,18.0,25.0,21.0,4,No
294,2018,CADILLAC XT5,3.6,60,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,18.0,25.0,21.0,4,No
295,2018,CHEVROLET Camaro,2.0,40,Man-6,2WD,Gasoline,CA,small car,5.0,20.0,30.0,23.0,5,No
296,2018,CHEVROLET Camaro,2.0,40,Man-6,2WD,Gasoline,FA,small car,5.0,20.0,30.0,23.0,5,No
297,2018,CHEVROLET Camaro,2.0,40,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22.0,31.0,25.0,5,No
298,2018,CHEVROLET Camaro,2.0,40,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22.0,31.0,25.0,5,No
299,2018,CHEVROLET Camaro,3.6,60,Man-6,2WD,Gasoline,CA,small car,5.0,16.0,28.0,20.0,4,No
300,2018,CHEVROLET Camaro,3.6,60,Man-6,2WD,Gasoline,FA,small car,5.0,16.0,28.0,20.0,4,No
301,2018,CHEVROLET Camaro,3.6,60,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,19.0,29.0,23.0,5,No
302,2018,CHEVROLET Camaro,3.6,60,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,19.0,29.0,23.0,5,No
303,2018,CHEVROLET Camaro,6.2,80,Man-6,2WD,Gasoline,CA,small car,1.0,14.0,20.0,16.0,2,No
304,2018,CHEVROLET Camaro,6.2,80,Man-6,2WD,Gasoline,FA,small car,1.0,14.0,20.0,16.0,2,No
305,2018,CHEVROLET Camaro,6.2,80,Man-6,2WD,Gasoline,CA,small car,1.0,16.0,25.0,19.0,3,No
306,2018,CHEVROLET Camaro,6.2,80,Man-6,2WD,Gasoline,FA,small car,1.0,16.0,25.0,19.0,3,No
307,2018,CHEVROLET Camaro,6.2,80,SemiAuto-10,2WD,Gasoline,CA,small car,1.0,13.0,21.0,15.0,2,No
308,2018,CHEVROLET Camaro,6.2,80,SemiAuto-10,2WD,Gasoline,FA,small car,1.0,13.0,21.0,15.0,2,No
309,2018,CHEVROLET Camaro,6.2,80,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,17.0,27.0,20.0,4,No
310,2018,CHEVROLET Camaro,6.2,80,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,17.0,27.0,20.0,4,No
311,2018,CHEVROLET Colorado,2.5,40,Auto-6,2WD,Gasoline,CA,pickup,5.0,20.0,26.0,22.0,4,No
312,2018,CHEVROLET Colorado,2.5,40,Auto-6,2WD,Gasoline,FA,pickup,5.0,20.0,26.0,22.0,4,No
313,2018,CHEVROLET Colorado,2.5,40,Auto-6,4WD,Gasoline,CA,pickup,5.0,19.0,24.0,21.0,4,No
314,2018,CHEVROLET Colorado,2.5,40,Auto-6,4WD,Gasoline,FA,pickup,5.0,19.0,24.0,21.0,4,No
315,2018,CHEVROLET Colorado,2.5,40,Man-6,2WD,Gasoline,CA,pickup,5.0,20.0,26.0,22.0,4,No
316,2018,CHEVROLET Colorado,2.5,40,Man-6,2WD,Gasoline,FA,pickup,5.0,20.0,26.0,22.0,4,No
317,2018,CHEVROLET Colorado,2.8,40,Auto-6,2WD,Diesel,CA,pickup,3.0,22.0,30.0,25.0,4,No
318,2018,CHEVROLET Colorado,2.8,40,Auto-6,2WD,Diesel,FA,pickup,3.0,22.0,30.0,25.0,4,No
319,2018,CHEVROLET Colorado,2.8,40,Auto-6,4WD,Diesel,CA,pickup,3.0,20.0,28.0,23.0,4,No
320,2018,CHEVROLET Colorado,2.8,40,Auto-6,4WD,Diesel,FA,pickup,3.0,20.0,28.0,23.0,4,No
321,2018,CHEVROLET Colorado,3.6,60,Auto-8,2WD,Gasoline,CA,pickup,5.0,18.0,25.0,20.0,4,No
322,2018,CHEVROLET Colorado,3.6,60,Auto-8,2WD,Gasoline,FA,pickup,5.0,18.0,25.0,20.0,4,No
323,2018,CHEVROLET Colorado,3.6,60,Auto-8,2WD,Gasoline,CA,special purpose,5.0,15.0,15.0,15.0,2,No
324,2018,CHEVROLET Colorado,3.6,60,Auto-8,2WD,Gasoline,FA,special purpose,5.0,15.0,15.0,15.0,2,No
325,2018,CHEVROLET Colorado,3.6,60,Auto-8,4WD,Gasoline,CA,pickup,5.0,17.0,24.0,19.0,3,No
326,2018,CHEVROLET Colorado,3.6,60,Auto-8,4WD,Gasoline,FA,pickup,5.0,17.0,24.0,19.0,3,No
327,2018,CHEVROLET Colorado ZR2,2.8,40,Auto-6,4WD,Diesel,CA,pickup,3.0,19.0,22.0,20.0,3,No
328,2018,CHEVROLET Colorado ZR2,2.8,40,Auto-6,4WD,Diesel,FA,pickup,3.0,19.0,22.0,20.0,3,No
329,2018,CHEVROLET Colorado ZR2,3.6,60,Auto-8,4WD,Gasoline,CA,pickup,5.0,16.0,18.0,17.0,3,No
330,2018,CHEVROLET Colorado ZR2,3.6,60,Auto-8,4WD,Gasoline,FA,pickup,5.0,16.0,18.0,17.0,3,No
331,2018,CHEVROLET Corvette,6.2,80,Man-7,2WD,Gasoline,CA,small car,1.0,15.0,22.0,18.0,3,No
332,2018,CHEVROLET Corvette,6.2,80,Man-7,2WD,Gasoline,CA,small car,1.0,16.0,25.0,19.0,3,No
333,2018,CHEVROLET Corvette,6.2,80,Man-7,2WD,Gasoline,FA,small car,1.0,15.0,22.0,18.0,3,No
334,2018,CHEVROLET Corvette,6.2,80,Man-7,2WD,Gasoline,FA,small car,1.0,16.0,25.0,19.0,3,No
335,2018,CHEVROLET Corvette,6.2,80,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,13.0,23.0,16.0,2,No
336,2018,CHEVROLET Corvette,6.2,80,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,15.0,25.0,18.0,3,No
337,2018,CHEVROLET Corvette,6.2,80,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,13.0,23.0,16.0,2,No
338,2018,CHEVROLET Corvette,6.2,80,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,15.0,25.0,18.0,3,No
339,2018,CHEVROLET Cruze,1.4,40,Man-6,2WD,Gasoline,CA,small car,6.0,27.0,40.0,32.0,7,Yes
340,2018,CHEVROLET Cruze,1.4,40,Man-6,2WD,Gasoline,FA,small car,6.0,27.0,40.0,32.0,7,Yes
341,2018,CHEVROLET Cruze,1.4,40,SemiAuto-6,2WD,Gasoline,CA,small car,6.0,29.0,40.0,33.0,8,Yes
342,2018,CHEVROLET Cruze,1.4,40,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,29.0,40.0,33.0,8,Yes
343,2018,CHEVROLET Cruze,1.6,40,Auto-9,2WD,Diesel,CA,small car,3.0,31.0,47.0,37.0,7,Yes
344,2018,CHEVROLET Cruze,1.6,40,Auto-9,2WD,Diesel,FA,small car,3.0,31.0,47.0,37.0,7,Yes
345,2018,CHEVROLET Cruze,1.6,40,Man-6,2WD,Diesel,CA,small car,3.0,30.0,52.0,37.0,7,Yes
346,2018,CHEVROLET Cruze,1.6,40,Man-6,2WD,Diesel,FA,small car,3.0,30.0,52.0,37.0,7,Yes
347,2018,CHEVROLET Cruze Hatchback,1.4,40,Man-6,2WD,Gasoline,CA,midsize car,6.0,27.0,38.0,31.0,7,Yes
348,2018,CHEVROLET Cruze Hatchback,1.4,40,Man-6,2WD,Gasoline,FA,midsize car,6.0,27.0,38.0,31.0,7,Yes
349,2018,CHEVROLET Cruze Hatchback,1.4,40,SemiAuto-6,2WD,Gasoline,CA,midsize car,6.0,29.0,38.0,32.0,7,Yes
350,2018,CHEVROLET Cruze Hatchback,1.4,40,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,29.0,38.0,32.0,7,Yes
351,2018,CHEVROLET Cruze Hatchback,1.6,40,Auto-9,2WD,Diesel,CA,midsize car,3.0,30.0,45.0,35.0,7,Yes
352,2018,CHEVROLET Cruze Hatchback,1.6,40,Auto-9,2WD,Diesel,FA,midsize car,3.0,30.0,45.0,35.0,7,Yes
353,2018,CHEVROLET Cruze Hatchback,1.6,40,Man-6,2WD,Diesel,CA,midsize car,3.0,29.0,48.0,35.0,7,Yes
354,2018,CHEVROLET Cruze Hatchback,1.6,40,Man-6,2WD,Diesel,FA,midsize car,3.0,29.0,48.0,35.0,7,Yes
355,2018,CHEVROLET Cruze Premier,1.4,40,SemiAuto-6,2WD,Gasoline,CA,small car,6.0,29.0,39.0,33.0,8,Yes
356,2018,CHEVROLET Cruze Premier,1.4,40,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,29.0,39.0,33.0,8,Yes
357,2018,CHEVROLET Cruze Premier Hatchback,1.4,40,SemiAuto-6,2WD,Gasoline,CA,midsize car,6.0,28.0,37.0,31.0,7,Yes
358,2018,CHEVROLET Cruze Premier Hatchback,1.4,40,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,28.0,37.0,31.0,7,Yes
359,2018,CHEVROLET Equinox,1.5,40,Auto-6,2WD,Gasoline,CA,small SUV,5.0,26.0,32.0,28.0,6,No
360,2018,CHEVROLET Equinox,1.5,40,Auto-6,2WD,Gasoline,FA,small SUV,5.0,26.0,32.0,28.0,6,No
361,2018,CHEVROLET Equinox,1.5,40,Auto-6,4WD,Gasoline,CA,small SUV,5.0,24.0,30.0,26.0,5,No
362,2018,CHEVROLET Equinox,1.5,40,Auto-6,4WD,Gasoline,FA,small SUV,5.0,24.0,30.0,26.0,5,No
363,2018,CHEVROLET Equinox,1.6,40,Auto-6,2WD,Diesel,CA,small SUV,3.0,28.0,39.0,32.0,6,No
364,2018,CHEVROLET Equinox,1.6,40,Auto-6,2WD,Diesel,FA,small SUV,3.0,28.0,39.0,32.0,6,No
365,2018,CHEVROLET Equinox,1.6,40,Auto-6,4WD,Diesel,CA,small SUV,3.0,28.0,38.0,32.0,6,No
366,2018,CHEVROLET Equinox,1.6,40,Auto-6,4WD,Diesel,FA,small SUV,3.0,28.0,38.0,32.0,6,No
367,2018,CHEVROLET Equinox,2.0,40,Auto-9,2WD,Gasoline,CA,small SUV,5.0,22.0,29.0,25.0,5,No
368,2018,CHEVROLET Equinox,2.0,40,Auto-9,2WD,Gasoline,FA,small SUV,5.0,22.0,29.0,25.0,5,No
369,2018,CHEVROLET Equinox,2.0,40,Auto-9,4WD,Gasoline,CA,small SUV,5.0,22.0,28.0,24.0,5,No
370,2018,CHEVROLET Equinox,2.0,40,Auto-9,4WD,Gasoline,FA,small SUV,5.0,22.0,28.0,24.0,5,No
371,2018,CHEVROLET Impala,2.5,40,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,22.0,30.0,25.0,5,No
372,2018,CHEVROLET Impala,2.5,40,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,22.0,30.0,25.0,5,No
373,2018,CHEVROLET Impala,3.6,60,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,19.0,28.0,22.0,4,No
374,2018,CHEVROLET Impala,3.6,60,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,19.0,28.0,22.0,4,No
375,2018,CHEVROLET Malibu,1.5,40,Auto-6,2WD,Gasoline,CA,midsize car,6.0,27.0,36.0,30.0,7,Yes
376,2018,CHEVROLET Malibu,1.5,40,Auto-6,2WD,Gasoline,FA,midsize car,6.0,27.0,36.0,30.0,7,Yes
377,2018,CHEVROLET Malibu,1.5,40,Auto-6,2WD,Gasoline,CA,midsize car,7.0,27.0,36.0,30.0,7,Yes
378,2018,CHEVROLET Malibu,1.5,40,Auto-6,2WD,Gasoline,FA,midsize car,7.0,27.0,36.0,30.0,7,Yes
379,2018,CHEVROLET Malibu,1.8,40,CVT,2WD,Gasoline,CA,midsize car,3.0,49.0,43.0,46.0,10,Yes
380,2018,CHEVROLET Malibu,1.8,40,CVT,2WD,Gasoline,FA,midsize car,3.0,49.0,43.0,46.0,10,Yes
381,2018,CHEVROLET Malibu,2.0,40,Auto-9,2WD,Gasoline,CA,midsize car,5.0,22.0,32.0,26.0,5,No
382,2018,CHEVROLET Malibu,2.0,40,Auto-9,2WD,Gasoline,FA,midsize car,5.0,22.0,32.0,26.0,5,No
383,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,2WD,Gasoline,CA,pickup,3.0,16.0,23.0,19.0,3,No
384,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,2WD,Gasoline,CA,special purpose,3.0,15.0,20.0,17.0,3,No
385,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,2WD,Gasoline,FA,pickup,3.0,16.0,23.0,19.0,3,No
386,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,2WD,Gasoline,FA,special purpose,3.0,15.0,20.0,17.0,3,No
387,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,4WD,Gasoline,CA,pickup,3.0,16.0,22.0,18.0,3,No
388,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,4WD,Gasoline,CA,special purpose,3.0,15.0,19.0,17.0,3,No
389,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,4WD,Gasoline,FA,pickup,3.0,16.0,22.0,18.0,3,No
390,2018,CHEVROLET Silverado 15,5.3,80,Auto-6,4WD,Gasoline,FA,special purpose,3.0,15.0,19.0,17.0,3,No
391,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,2WD,Gasoline,CA,pickup,3.0,18.0,24.0,20.0,4,No
392,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,2WD,Gasoline,FA,pickup,3.0,18.0,24.0,20.0,4,No
393,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,2WD,Gasoline,CA,pickup,3.0,16.0,22.0,18.0,3,No
394,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,2WD,Gasoline,FA,pickup,3.0,16.0,22.0,18.0,3,No
395,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,4WD,Gasoline,CA,pickup,3.0,16.0,21.0,18.0,3,No
396,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,4WD,Gasoline,FA,pickup,3.0,16.0,21.0,18.0,3,No
397,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,4WD,Gasoline,CA,pickup,3.0,15.0,20.0,17.0,3,No
398,2018,CHEVROLET Silverado 15,5.3,80,Auto-8,4WD,Gasoline,FA,pickup,3.0,15.0,20.0,17.0,3,No
399,2018,CHEVROLET Silverado 15,6.2,80,Auto-8,2WD,Gasoline,CA,pickup,3.0,15.0,21.0,17.0,3,No
400,2018,CHEVROLET Silverado 15,6.2,80,Auto-8,2WD,Gasoline,FA,pickup,3.0,15.0,21.0,17.0,3,No
401,2018,CHEVROLET Silverado 15,6.2,80,Auto-8,4WD,Gasoline,CA,pickup,3.0,15.0,20.0,17.0,3,No
402,2018,CHEVROLET Silverado 15,6.2,80,Auto-8,4WD,Gasoline,FA,pickup,3.0,15.0,20.0,17.0,3,No
403,2018,CHEVROLET Sonic,1.4,40,Man-6,2WD,Gasoline,CA,small car,3.0,28.0,37.0,32.0,7,Yes
404,2018,CHEVROLET Sonic,1.4,40,Man-6,2WD,Gasoline,FA,small car,3.0,28.0,37.0,32.0,7,Yes
405,2018,CHEVROLET Sonic,1.4,40,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,27.0,35.0,30.0,7,Yes
406,2018,CHEVROLET Sonic,1.4,40,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,27.0,35.0,30.0,7,Yes
407,2018,CHEVROLET Sonic 5,1.4,40,Man-6,2WD,Gasoline,CA,station wagon,3.0,28.0,37.0,32.0,7,Yes
408,2018,CHEVROLET Sonic 5,1.4,40,Man-6,2WD,Gasoline,FA,station wagon,3.0,28.0,37.0,32.0,7,Yes
409,2018,CHEVROLET Sonic 5,1.4,40,SemiAuto-6,2WD,Gasoline,CA,station wagon,3.0,27.0,35.0,30.0,7,Yes
410,2018,CHEVROLET Sonic 5,1.4,40,SemiAuto-6,2WD,Gasoline,FA,station wagon,3.0,27.0,35.0,30.0,7,Yes
411,2018,CHEVROLET Suburban 1500,5.3,80,Auto-6,2WD,Gasoline,CA,standard SUV,3.0,16.0,23.0,19.0,3,No
412,2018,CHEVROLET Suburban 1500,5.3,80,Auto-6,2WD,Gasoline,FA,standard SUV,3.0,16.0,23.0,19.0,3,No
413,2018,CHEVROLET Suburban 1500,5.3,80,Auto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,22.0,18.0,3,No
