record_year,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
2008,BMW 328i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,23,31,25,7,yes
2008,BMW 328i Sport Wagon,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,station wagon,7,19,29,22,6,yes
2008,BMW 328i Sport Wagon,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,station wagon,6,19,29,22,6,no
2008,BMW 328xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,small car,9.5,20,27,23,7,yes
2008,BMW 328xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,small car,7,19,28,22,6,yes
2008,BMW 328xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,small car,7,20,27,23,7,yes
2008,BMW 328xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,small car,6,19,28,22,6,no
2008,BMW 328xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,20,27,23,7,yes
2008,BMW 328xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,station wagon,7,19,28,22,6,yes
2008,BMW 328xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,station wagon,7,20,27,23,7,yes
2008,BMW 328xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,station wagon,6,19,28,22,6,no
2008,BMW 328xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,station wagon,6,20,27,23,7,yes
2008,BMW 335ci,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,19,28,22,6,no
2008,BMW 335ci,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,20,28,23,7,yes
2008,BMW 335ci,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,small car,6,19,28,22,6,no
2008,BMW 335ci,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,20,28,23,7,yes
2008,BMW 335ci Convertible,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,19,28,22,6,no
2008,BMW 335ci Convertible,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,20,28,23,7,yes
2008,BMW 335ci Convertible,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,small car,6,19,28,22,6,no
2008,BMW 335ci Convertible,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,20,28,23,7,yes
2008,BMW 335cxi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,small car,6,18,27,21,6,no
2008,BMW 335cxi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,19,27,22,6,no
2008,BMW 335cxi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,small car,6,18,27,21,6,no
2008,BMW 335cxi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,19,27,22,6,no
2008,BMW 335i,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,19,28,22,6,no
2008,BMW 335i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,20,28,23,7,yes
2008,BMW 335i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,small car,6,19,28,22,6,no
2008,BMW 335i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,20,28,23,7,yes
2008,BMW 335xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,small car,6,18,27,21,6,no
2008,BMW 335xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,19,27,22,6,no
2008,BMW 335xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,small car,6,18,27,21,6,no
2008,BMW 335xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,19,27,22,6,no
2008,BMW 528i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,7,20,30,24,7,yes
2008,BMW 528i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,midsize car,7,20,30,24,7,yes
2008,BMW 528i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,20,30,24,7,yes
2008,BMW 528i,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,20,30,24,7,yes
2008,BMW 528xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,midsize car,7,19,28,22,6,yes
2008,BMW 528xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,7,20,27,23,7,yes
2008,BMW 528xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,midsize car,6,19,28,22,6,no
2008,BMW 528xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,20,27,23,7,yes
2008,BMW 535i,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,19,28,22,6,no
2008,BMW 535i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,20,28,23,7,yes
2008,BMW 535i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,midsize car,6,19,28,22,6,no
2008,BMW 535i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,20,28,23,7,yes
2008,BMW 535xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,midsize car,6,18,27,21,6,no
2008,BMW 535xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,19,27,22,6,no
2008,BMW 535xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,midsize car,6,18,27,21,6,no
2008,BMW 535xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,6,19,27,22,6,no
2008,BMW 535xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,station wagon,6,17,25,20,6,no
2008,BMW 535xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,station wagon,6,18,26,21,6,no
2008,BMW 535xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,station wagon,6,17,25,20,6,no
2008,BMW 535xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,station wagon,6,18,26,21,6,no
2008,BMW 550i,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,midsize car,7,17,24,19,5,no
2008,BMW 550i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,7,17,25,20,6,yes
2008,BMW 550i,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,17,24,19,5,no
2008,BMW 550i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,17,25,20,6,no
2008,BMW 650ci,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,small car,7,17,24,19,5,no
2008,BMW 650ci,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,17,25,20,6,yes
2008,BMW 650ci,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,small car,6,17,24,19,5,no
2008,BMW 650ci,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,17,25,20,6,no
2008,BMW 650ci Convertible,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,small car,7,16,22,18,5,no
2008,BMW 650ci Convertible,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,17,25,20,6,yes
2008,BMW 650ci Convertible,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,small car,6,16,22,18,5,no
2008,BMW 650ci Convertible,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,17,25,20,6,no
2008,BMW 750i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,large car,7,17,25,20,6,yes
2008,BMW 750i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,large car,6,17,25,20,6,no
2008,BMW 750li,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,large car,7,17,25,20,6,yes
2008,BMW 750li,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,large car,6,17,25,20,6,no
2008,BMW 760li,6.0,(12 cyl),Auto-S6,2WD,Gasoline,FA,large car,6,14,22,17,4,no
2008,BMW 760li,6.0,(12 cyl),Auto-S6,2WD,Gasoline,CA,large car,6,14,22,17,4,no
2008,BMW Alpina B7,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,large car,6,15,23,18,5,no
2008,BMW Alpina B7,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,large car,6,15,23,18,5,no
2008,BMW M5,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,12,18,14,2,no
2008,BMW M5,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,midsize car,6,12,18,14,2,no
2008,BMW M5,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,midsize car,6,12,18,14,2,no
2008,BMW M5,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,midsize car,6,12,18,14,2,no
2008,BMW M6,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,12,18,14,2,no
2008,BMW M6,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,small car,6,12,18,14,2,no
2008,BMW M6,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,12,18,14,2,no
2008,BMW M6,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,small car,6,12,18,14,2,no
2008,BMW M6 Convertible,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,12,18,14,2,no
2008,BMW M6 Convertible,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,small car,6,12,19,14,2,no
2008,BMW M6 Convertible,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,12,18,14,2,no
2008,BMW M6 Convertible,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,small car,6,12,19,14,2,no
2008,BMW X3,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,SUV,7,18,26,21,6,yes
2008,BMW X3,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,19,26,22,6,yes
2008,BMW X3,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,SUV,6,18,26,21,6,no
2008,BMW X3,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,19,26,22,6,no
2008,BMW X5,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,17,23,19,5,no
2008,BMW X5,4.8,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,15,21,17,4,no
2008,BMW X5,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,17,23,19,5,no
2008,BMW X5,4.8,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,3,15,21,17,4,no
2008,BMW Z4,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,small car,7,20,30,24,7,yes
2008,BMW Z4,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,23,31,25,7,yes
2008,BMW Z4,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,20,30,24,7,yes
2008,BMW Z4,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,23,31,25,7,yes
2008,BMW Z4 Coupe,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,small car,7,20,30,24,7,yes
2008,BMW Z4 Coupe,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,23,31,25,7,yes
