record_year,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
2008,BMW Z4 Coupe,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,20,30,24,7,yes
2008,BMW Z4 Coupe,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,23,31,25,7,yes
2008,BUGATTI Veyron,8.0,(16 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,8,14,10,0,no
2008,BUGATTI Veyron,8.0,(16 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,8,14,10,0,no
2008,BUICK Allure,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,9.5,17,28,21,6,yes
2008,BUICK Allure,3.6,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,17,25,20,6,no
2008,BUICK Allure,3.6,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,17,25,20,6,no
2008,BUICK Allure,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,17,28,21,6,no
2008,BUICK Allure,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,16,25,19,5,no
2008,BUICK Allure,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,16,25,19,5,no
2008,BUICK Enclave,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,16,24,19,5,no
2008,BUICK Enclave,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,16,22,18,5,no
2008,BUICK Enclave,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,SUV,6,16,24,19,5,no
2008,BUICK Enclave,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,SUV,6,16,22,18,5,no
2008,BUICK LaCrosse,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,9.5,17,28,21,6,yes
2008,BUICK LaCrosse,3.6,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,17,25,20,6,no
2008,BUICK LaCrosse,3.6,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,17,25,20,6,no
2008,BUICK LaCrosse,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,17,28,21,6,no
2008,BUICK LaCrosse,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,16,25,19,5,no
2008,BUICK LaCrosse,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,16,25,19,5,no
2008,BUICK Lucerne,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,9.5,16,25,19,5,no
2008,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,large car,7,15,22,18,5,no
2008,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,large car,7,15,23,18,5,no
2008,BUICK Lucerne,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,16,25,19,5,no
2008,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,15,22,18,5,no
2008,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,15,23,18,5,no
2008,BUICK Terraza,3.9,(6 cyl),Auto-L4,2WD,Gasoline,FA,minivan,6,16,23,19,5,no
2008,BUICK Terraza,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CA,minivan,6,16,23,19,5,no
2008,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,16,25,19,5,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,17,25,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,17,26,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,17,26,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,18,26,21,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,CA,midsize car,6,16,25,19,5,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,6,17,25,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,6,17,26,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,17,26,20,6,no
2008,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,18,26,21,6,no
2008,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,large car,7,15,22,18,5,no
2008,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,large car,7,15,23,18,5,no
2008,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,15,22,18,5,no
2008,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,15,23,18,5,no
2008,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,12,19,14,2,no
2008,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,12,18,14,2,no
2008,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,6,12,19,14,2,no
2008,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,4WD,Gasoline,CA,SUV,6,12,18,14,2,no
2008,CADILLAC Limousine,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,large car,7,13,18,15,3,no
2008,CADILLAC Limousine,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,13,18,15,3,no
2008,CADILLAC SRX,3.6,(6 cyl),Auto-S5,2WD,Gasoline,FA,SUV,6,15,22,17,4,no
2008,CADILLAC SRX,3.6,(6 cyl),Auto-S5,4WD,Gasoline,FA,SUV,6,14,22,17,4,no
2008,CADILLAC SRX,3.6,(6 cyl),Auto-S5,2WD,Gasoline,CA,SUV,6,15,22,17,4,no
2008,CADILLAC SRX,3.6,(6 cyl),Auto-S5,4WD,Gasoline,CA,SUV,6,14,22,17,4,no
2008,CADILLAC SRX,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,SUV,6,13,20,16,4,no
2008,CADILLAC SRX,4.6,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,13,20,15,3,no
2008,CADILLAC SRX,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,SUV,6,13,20,16,4,no
2008,CADILLAC SRX,4.6,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,6,13,20,15,3,no
2008,CADILLAC STS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,17,26,20,6,no
2008,CADILLAC STS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,17,26,20,6,no
2008,CADILLAC STS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,6,17,26,20,6,no
2008,CADILLAC STS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,17,26,20,6,no
2008,CADILLAC STS,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,13,19,15,3,no
2008,CADILLAC STS,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,13,19,15,3,no
2008,CADILLAC STS,4.6,(8 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,14,21,16,4,no
2008,CADILLAC STS,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,15,24,18,5,no
2008,CADILLAC STS,4.6,(8 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,6,14,21,16,4,no
2008,CADILLAC STS,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,15,24,18,5,no
2008,CADILLAC XLR,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,14,21,16,4,no
2008,CADILLAC XLR,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,14,21,16,4,no
2008,CADILLAC XLR,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,15,24,18,5,no
2008,CADILLAC XLR,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,15,24,18,5,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,7/7,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,7/7,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,14,20,16,4,no
2008,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,12,17,14,2,no
2008,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FC,SUV,7,12,17,14,2,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,6/6,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,6/6,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,12,17,14,2,no
2008,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,12,17,14,2,no
2008,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,3,14,20,16,4,no
2008,CHEVROLET Aveo,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,small car,7,23,32,26,8,yes
2008,CHEVROLET Aveo,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,small car,7,24,34,27,8,yes
2008,CHEVROLET Aveo,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,small car,6,23,32,26,8,yes
2008,CHEVROLET Aveo,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,small car,6,24,34,27,8,yes
2008,CHEVROLET Aveo 5,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,small car,7,23,32,26,8,yes
2008,CHEVROLET Aveo 5,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,small car,7,24,34,27,8,yes
2008,CHEVROLET Aveo 5,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,small car,6,23,32,26,8,yes
2008,CHEVROLET Aveo 5,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,small car,6,24,34,27,8,yes
2008,CHEVROLET Classic,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,18,28,22,6,yes
2008,CHEVROLET Classic,2.2,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,21,31,25,7,yes
2008,CHEVROLET Classic,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,21,31,25,7,yes
2008,CHEVROLET Classic,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,18,28,22,6,no
2008,CHEVROLET Cobalt,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,9.5,22,31,26,8,yes
2008,CHEVROLET Cobalt,2.2,(4 cyl),Man-5,2WD,Gasoline,CA,small car,9.5,24,33,27,8,yes
2008,CHEVROLET Cobalt,2.2,(4 cyl),Auto-L4,2WD,Gasoline,FA,small car,6,22,31,26,8,yes
2008,CHEVROLET Cobalt,2.2,(4 cyl),Man-5,2WD,Gasoline,FA,small car,6,24,33,27,8,yes
2008,CHEVROLET Cobalt,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,22,31,26,8,yes
2008,CHEVROLET Cobalt,2.2,(4 cyl),Man-5,2WD,Gasoline,CA,small car,6,24,33,27,8,yes
2008,CHEVROLET Cobalt,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,small car,6,22,31,25,7,yes
2008,CHEVROLET Cobalt,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,small car,6,22,32,26,8,yes
2008,CHEVROLET Cobalt,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,22,31,25,7,yes
2008,CHEVROLET Cobalt,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,small car,6,22,32,26,8,yes
2008,CHEVROLET Colorado,2.9,(4 cyl),Man-5,2WD,Gasoline,FC,pickup,7,18,24,20,6,yes
2008,CHEVROLET Colorado,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,18,24,20,6,yes
2008,CHEVROLET Colorado,2.9,(4 cyl),Man-5,4WD,Gasoline,FC,pickup,7,16,22,18,5,no
2008,CHEVROLET Colorado,2.9,(4 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,17,22,19,5,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,16,22,18,5,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,15,20,17,4,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,15,21,17,4,no
2008,CHEVROLET Colorado,2.9,(4 cyl),Man-5,2WD,Gasoline,FA,pickup,6,18,24,20,6,no
2008,CHEVROLET Colorado,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,18,24,20,6,no
2008,CHEVROLET Colorado,2.9,(4 cyl),Man-5,4WD,Gasoline,FA,pickup,6,16,22,18,5,no
2008,CHEVROLET Colorado,2.9,(4 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,17,22,19,5,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,14,18,15,3,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,16,22,18,5,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,15,20,17,4,no
2008,CHEVROLET Colorado,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,15,21,17,4,no
2008,CHEVROLET Corvette,6.2,(8 cyl),Auto-S6,2WD,Gasoline,FC,small car,7,15,25,18,5,no
2008,CHEVROLET Corvette,6.2,(8 cyl),Man-6,2WD,Gasoline,FC,small car,7,16,26,19,5,no
2008,CHEVROLET Corvette,6.2,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,15,25,18,5,no
2008,CHEVROLET Corvette,6.2,(8 cyl),Man-6,2WD,Gasoline,FA,small car,6,16,26,19,5,no
2008,CHEVROLET Corvette,7.0,(8 cyl),Man-6,2WD,Gasoline,FA,small car,6,15,24,18,5,no
2008,CHEVROLET Corvette,7.0,(8 cyl),Man-6,2WD,Gasoline,CA,small car,6,15,24,18,5,no
2008,CHEVROLET Equinox,3.4,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,17,24,19,5,no
2008,CHEVROLET Equinox,3.4,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,17,24,19,5,no
2008,CHEVROLET Equinox,3.4,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,17,24,19,5,no
2008,CHEVROLET Equinox,3.4,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,17,24,19,5,no
2008,CHEVROLET Equinox,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,SUV,6,16,24,19,5,no
2008,CHEVROLET Equinox,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,16,24,19,5,no
2008,CHEVROLET Equinox,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,SUV,6,16,24,19,5,no
2008,CHEVROLET Equinox,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,SUV,6,16,24,19,5,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,van,6/6,9/12,12/16,10/14,4/2,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,van,6/6,9/12,12/16,10/14,4/2,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,van,6,12,16,14,2,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,van,6,12,16,14,2,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,van,6,12,16,14,2,no
2008,CHEVROLET Express 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,van,6,12,16,14,2,no
2008,CHEVROLET Express 2500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,van,6/6,9/12,12/16,10/14,4/2,no
2008,CHEVROLET Express 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,van,6,12,16,14,2,no
2008,CHEVROLET Express 2500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,van,6,12,16,14,2,no
2008,CHEVROLET HHR,2.2,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,20,30,24,7,yes
2008,CHEVROLET HHR,2.2,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,21,30,24,7,yes
2008,CHEVROLET HHR,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,22,30,25,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,20,28,23,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,20,29,23,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,22,28,24,7,yes
2008,CHEVROLET HHR,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,19,28,22,6,no
2008,CHEVROLET HHR,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,19,28,22,6,no
2008,CHEVROLET HHR,2.2,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,20,30,24,7,yes
2008,CHEVROLET HHR,2.2,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,21,30,24,7,yes
2008,CHEVROLET HHR,2.2,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,22,30,25,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,20,28,23,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,20,29,23,7,yes
2008,CHEVROLET HHR,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,22,28,24,7,yes
2008,CHEVROLET Impala,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,9.5,18,29,22,6,yes
2008,CHEVROLET Impala,3.5,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,large car,6/6,14/18,21/29,16/22,8/6,no
2008,CHEVROLET Impala,3.9,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,large car,6/6,13/18,20/28,16/21,8/6,no
2008,CHEVROLET Impala,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,18,29,22,6,no
2008,CHEVROLET Impala,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,16,25,19,5,no
2008,CHEVROLET Impala,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,large car,6,16,25,19,5,no
2008,CHEVROLET Malibu,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,18,29,22,6,yes
2008,CHEVROLET Malibu,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,22,30,25,7,yes
2008,CHEVROLET Malibu,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,22,30,25,7,yes
2008,CHEVROLET Malibu,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,18,29,22,6,no
2008,CHEVROLET Malibu,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,17,26,20,6,no
2008,CHEVROLET Malibu,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,6,17,26,20,6,no
2008,CHEVROLET Malibu Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,24,32,27,8,yes
2008,CHEVROLET Malibu Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,24,32,27,8,yes
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,pickup,7/7,11/15,15/20,13/17,6/4,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,pickup,7/7,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Silverado 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,14,19,16,4,no
2008,CHEVROLET Silverado 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,14,18,16,4,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,15,20,17,4,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,14,19,16,4,no
2008,CHEVROLET Silverado 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,13,18,15,3,no
2008,CHEVROLET Silverado 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,13,17,14,2,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,pickup,6/6,11/15,15/20,13/17,6/4,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,pickup,6/6,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Silverado 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,15,20,17,4,no
2008,CHEVROLET Silverado 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,14,18,15,3,no
2008,CHEVROLET Silverado 15,4.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,6,15,20,17,4,no
2008,CHEVROLET Silverado 15,4.3,(6 cyl),Auto-L4,4WD,Gasoline,CA,pickup,6,14,18,15,3,no
2008,CHEVROLET Silverado 15,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,14,19,16,4,no
2008,CHEVROLET Silverado 15,4.8,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,14,18,16,4,no
2008,CHEVROLET Silverado 15,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,13,18,15,3,no
2008,CHEVROLET Silverado 15,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,13,17,14,2,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,3,15,20,17,4,no
2008,CHEVROLET Silverado 15,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,3,14,19,16,4,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,7/7,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,7/7,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,14,20,16,4,no
2008,CHEVROLET Suburban 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,12,17,14,2,no
2008,CHEVROLET Suburban 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FC,SUV,7,12,17,14,2,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,6/6,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,6/6,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Suburban 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,12,17,14,2,no
2008,CHEVROLET Suburban 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,12,17,14,2,no
2008,CHEVROLET Suburban 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,3,14,20,16,4,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,7/7,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,7/7,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,14,20,16,4,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,SUV,6/6,11/14,15/20,12/16,6/4,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,SUV,6/6,11/14,14/19,12/16,6/4,no
2008,CHEVROLET Tahoe 1500,4.8,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,14,19,16,4,no
2008,CHEVROLET Tahoe 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,12,19,14,2,no
2008,CHEVROLET Tahoe 1500,6.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,6,12,19,14,2,no
2008,CHEVROLET Tahoe 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,SUV,3,14,20,16,4,no
2008,CHEVROLET Tahoe 1500 Hybrid,6.0,(8 cyl),Auto-AV,2WD,Gasoline,FA,SUV,6,21,22,21,6,no
2008,CHEVROLET Tahoe 1500 Hybrid,6.0,(8 cyl),Auto-AV,4WD,Gasoline,FA,SUV,6,20,20,20,6,no
2008,CHEVROLET Tahoe 1500 Hybrid,6.0,(8 cyl),Auto-AV,2WD,Gasoline,CA,SUV,6,21,22,21,6,no
2008,CHEVROLET Tahoe 1500 Hybrid,6.0,(8 cyl),Auto-AV,4WD,Gasoline,CA,SUV,6,20,20,20,6,no
2008,CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,14,20,16,4,no
2008,CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,SUV,7,14,20,16,4,no
2008,CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,14,20,16,4,no
2008,CHEVROLET Trailblazer,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,14,20,16,4,no
2008,CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,14,20,17,4,no
2008,CHEVROLET Trailblazer,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,13,19,16,4,no
2008,CHEVROLET Trailblazer,6.0,(8 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,12,16,14,2,no
2008,CHEVROLET Trailblazer,6.0,(8 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,12,16,13,1,no
