,record_year,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
40,2008,AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,17.0,25.0,20.0,6,no
41,2008,AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,CA,small car,6.0,18.0,27.0,21.0,6,no
42,2008,AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,FA,station wagon,6.0,15.0,25.0,19.0,5,no
43,2008,AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,FA,station wagon,6.0,17.0,25.0,20.0,6,no
44,2008,AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,CA,station wagon,6.0,15.0,25.0,19.0,5,no
45,2008,AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,CA,station wagon,6.0,17.0,25.0,20.0,6,no
46,2008,AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,17.0,25.0,20.0,6,no
47,2008,AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,17.0,25.0,20.0,6,no
48,2008,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no
49,2008,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,FA,midsize car,6.0,18.0,27.0,21.0,6,no
50,2008,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,17.0,25.0,20.0,6,no
51,2008,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,CA,midsize car,6.0,18.0,27.0,21.0,6,no
52,2008,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,16.0,23.0,18.0,5,no
53,2008,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,16.0,23.0,18.0,5,no
54,2008,AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,FA,station wagon,6.0,17.0,25.0,20.0,6,no
55,2008,AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,CA,station wagon,6.0,17.0,25.0,20.0,6,no
56,2008,AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,16.0,23.0,18.0,5,no
57,2008,AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,16.0,23.0,18.0,5,no
58,2008,AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,FA,large car,6.0,16.0,23.0,18.0,5,no
59,2008,AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,CA,large car,6.0,16.0,23.0,18.0,5,no
60,2008,AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,FA,large car,6.0,13.0,19.0,15.0,3,no
61,2008,AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,CA,large car,6.0,13.0,19.0,15.0,3,no
62,2008,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,FA,SUV,6.0,14.0,20.0,16.0,4,no
63,2008,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,CA,SUV,6.0,14.0,20.0,16.0,4,no
64,2008,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,FA,SUV,6.0,12.0,17.0,14.0,2,no
65,2008,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,CA,SUV,6.0,12.0,17.0,14.0,2,no
66,2008,AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,FA,small car,6.0,13.0,19.0,15.0,3,no
67,2008,AUDI R8,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,13.0,20.0,15.0,3,no
68,2008,AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,CA,small car,6.0,13.0,19.0,15.0,3,no
69,2008,AUDI R8,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,13.0,20.0,15.0,3,no
70,2008,AUDI RS4,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,13.0,20.0,15.0,3,no
71,2008,AUDI RS4,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,13.0,20.0,15.0,3,no
72,2008,AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,12.0,19.0,14.0,2,no
73,2008,AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,12.0,19.0,14.0,2,no
74,2008,AUDI S4,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,13.0,20.0,15.0,3,no
75,2008,AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,FA,small car,6.0,14.0,21.0,16.0,4,no
76,2008,AUDI S4,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,13.0,20.0,15.0,3,no
77,2008,AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,CA,small car,6.0,14.0,21.0,16.0,4,no
78,2008,AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,FA,station wagon,6.0,13.0,20.0,15.0,3,no
79,2008,AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,FA,station wagon,6.0,14.0,21.0,16.0,4,no
80,2008,AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,CA,station wagon,6.0,13.0,20.0,15.0,3,no
81,2008,AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,CA,station wagon,6.0,14.0,21.0,16.0,4,no
82,2008,AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,13.0,19.0,15.0,3,no
83,2008,AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,FA,small car,6.0,14.0,21.0,16.0,4,no
84,2008,AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,13.0,19.0,15.0,3,no
85,2008,AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,CA,small car,6.0,14.0,21.0,16.0,4,no
86,2008,AUDI S5,4.2,8,Man-6,4WD,Gasoline,FA,small car,6.0,14.0,21.0,16.0,4,no
87,2008,AUDI S5,4.2,8,Man-6,4WD,Gasoline,CA,small car,6.0,14.0,21.0,16.0,4,no
88,2008,AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,14.0,19.0,16.0,4,no
89,2008,AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,14.0,19.0,16.0,4,no
90,2008,AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,13.0,19.0,15.0,3,no
91,2008,AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,13.0,19.0,15.0,3,no
92,2008,AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,CA,small car,7.0,23.0,31.0,26.0,8,yes
93,2008,AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,FA,small car,6.0,23.0,31.0,26.0,8,yes
94,2008,AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,FA,small car,6.0,17.0,24.0,19.0,5,no
95,2008,AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,18.0,24.0,20.0,6,no
96,2008,AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,CA,small car,6.0,17.0,24.0,19.0,5,no
97,2008,AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,18.0,24.0,20.0,6,no
98,2008,AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,CA,small car,7.0,22.0,29.0,25.0,7,yes
99,2008,AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,FA,small car,6.0,22.0,29.0,25.0,7,yes
100,2008,AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,FA,small car,6.0,17.0,24.0,19.0,5,no
101,2008,AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,18.0,24.0,20.0,6,no
102,2008,AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,CA,small car,6.0,17.0,24.0,19.0,5,no
103,2008,AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,18.0,24.0,20.0,6,no
104,2008,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,FA,large car,6.0,9.0,15.0,11.0,0,no
105,2008,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,10.0,15.0,11.0,0,no
106,2008,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,CA,large car,6.0,9.0,15.0,11.0,0,no
107,2008,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,10.0,15.0,11.0,0,no
108,2008,BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,9.0,15.0,11.0,0,no
109,2008,BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,CA,small car,6.0,9.0,15.0,11.0,0,no
110,2008,BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,10.0,17.0,12.0,0,no
111,2008,BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,10.0,17.0,12.0,0,no
112,2008,BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,FA,small car,6.0,10.0,17.0,13.0,1,no
113,2008,BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,CA,small car,6.0,10.0,17.0,13.0,1,no
114,2008,BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,FA,small car,6.0,10.0,17.0,12.0,0,no
115,2008,BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,CA,small car,6.0,10.0,17.0,12.0,0,no
116,2008,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,CA,small car,9.5,20.0,30.0,24.0,7,yes
117,2008,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,9.5,23.0,31.0,25.0,7,yes
118,2008,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,CA,small car,7.0,20.0,30.0,24.0,7,yes
119,2008,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,7.0,23.0,31.0,25.0,7,yes
120,2008,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,20.0,30.0,24.0,7,yes
121,2008,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,23.0,31.0,25.0,7,yes
122,2008,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,9.5,19.0,29.0,22.0,6,yes
123,2008,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,9.5,20.0,30.0,24.0,7,yes
124,2008,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,7.0,19.0,29.0,22.0,6,yes
125,2008,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,7.0,20.0,30.0,24.0,7,yes
126,2008,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,19.0,29.0,22.0,6,no
127,2008,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,20.0,30.0,24.0,7,yes
128,2008,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,9.5,20.0,27.0,23.0,7,yes
129,2008,BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,CA,small car,7.0,19.0,28.0,22.0,6,yes
130,2008,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,7.0,20.0,27.0,23.0,7,yes
131,2008,BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no
132,2008,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,20.0,27.0,23.0,7,yes
133,2008,BMW 328i,3.0,6,Man-6,2WD,Gasoline,CA,small car,9.5,20.0,30.0,24.0,7,yes
134,2008,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,9.5,23.0,31.0,25.0,7,yes
135,2008,BMW 328i,3.0,6,Man-6,2WD,Gasoline,CA,small car,7.0,20.0,30.0,24.0,7,yes
136,2008,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,7.0,23.0,31.0,25.0,7,yes
137,2008,BMW 328i,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,20.0,30.0,24.0,7,yes
138,2008,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,23.0,31.0,25.0,7,yes
139,2008,BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,CA,station wagon,7.0,19.0,29.0,22.0,6,yes
140,2008,BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,FA,station wagon,6.0,19.0,29.0,22.0,6,no
141,2008,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,9.5,20.0,27.0,23.0,7,yes
142,2008,BMW 328xi,3.0,6,Man-6,4WD,Gasoline,CA,small car,7.0,19.0,28.0,22.0,6,yes
143,2008,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,7.0,20.0,27.0,23.0,7,yes
144,2008,BMW 328xi,3.0,6,Man-6,4WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no
145,2008,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,20.0,27.0,23.0,7,yes
146,2008,BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,CA,station wagon,7.0,19.0,28.0,22.0,6,yes
147,2008,BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,CA,station wagon,7.0,20.0,27.0,23.0,7,yes
148,2008,BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,FA,station wagon,6.0,19.0,28.0,22.0,6,no
149,2008,BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,FA,station wagon,6.0,20.0,27.0,23.0,7,yes
150,2008,BMW 335ci,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no
151,2008,BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,20.0,28.0,23.0,7,yes
152,2008,BMW 335ci,3.0,6,Man-6,2WD,Gasoline,CA,small car,6.0,19.0,28.0,22.0,6,no
153,2008,BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,6.0,20.0,28.0,23.0,7,yes
154,2008,BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no
155,2008,BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,20.0,28.0,23.0,7,yes
156,2008,BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,6.0,19.0,28.0,22.0,6,no
157,2008,BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,6.0,20.0,28.0,23.0,7,yes
158,2008,BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,FA,small car,6.0,18.0,27.0,21.0,6,no
159,2008,BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,19.0,27.0,22.0,6,no
160,2008,BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,CA,small car,6.0,18.0,27.0,21.0,6,no
161,2008,BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,19.0,27.0,22.0,6,no
162,2008,BMW 335i,3.0,6,Man-6,2WD,Gasoline,FA,small car,6.0,19.0,28.0,22.0,6,no
163,2008,BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,FA,small car,6.0,20.0,28.0,23.0,7,yes
164,2008,BMW 335i,3.0,6,Man-6,2WD,Gasoline,CA,small car,6.0,19.0,28.0,22.0,6,no
165,2008,BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,CA,small car,6.0,20.0,28.0,23.0,7,yes
166,2008,BMW 335xi,3.0,6,Man-6,4WD,Gasoline,FA,small car,6.0,18.0,27.0,21.0,6,no
167,2008,BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,FA,small car,6.0,19.0,27.0,22.0,6,no
168,2008,BMW 335xi,3.0,6,Man-6,4WD,Gasoline,CA,small car,6.0,18.0,27.0,21.0,6,no
169,2008,BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,CA,small car,6.0,19.0,27.0,22.0,6,no
170,2008,BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,CA,midsize car,7.0,20.0,30.0,24.0,7,yes
171,2008,BMW 528i,3.0,6,Man-6,2WD,Gasoline,CA,midsize car,7.0,20.0,30.0,24.0,7,yes
172,2008,BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,20.0,30.0,24.0,7,yes
173,2008,BMW 528i,3.0,6,Man-6,2WD,Gasoline,FA,midsize car,6.0,20.0,30.0,24.0,7,yes
174,2008,BMW 528xi,3.0,6,Man-6,4WD,Gasoline,CA,midsize car,7.0,19.0,28.0,22.0,6,yes
175,2008,BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,CA,midsize car,7.0,20.0,27.0,23.0,7,yes
176,2008,BMW 528xi,3.0,6,Man-6,4WD,Gasoline,FA,midsize car,6.0,19.0,28.0,22.0,6,no
177,2008,BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,20.0,27.0,23.0,7,yes
178,2008,BMW 535i,3.0,6,Man-6,2WD,Gasoline,FA,midsize car,6.0,19.0,28.0,22.0,6,no
179,2008,BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,20.0,28.0,23.0,7,yes
180,2008,BMW 535i,3.0,6,Man-6,2WD,Gasoline,CA,midsize car,6.0,19.0,28.0,22.0,6,no
181,2008,BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,CA,midsize car,6.0,20.0,28.0,23.0,7,yes
182,2008,BMW 535xi,3.0,6,Man-6,4WD,Gasoline,FA,midsize car,6.0,18.0,27.0,21.0,6,no
183,2008,BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,FA,midsize car,6.0,19.0,27.0,22.0,6,no
184,2008,BMW 535xi,3.0,6,Man-6,4WD,Gasoline,CA,midsize car,6.0,18.0,27.0,21.0,6,no
185,2008,BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,CA,midsize car,6.0,19.0,27.0,22.0,6,no
186,2008,BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,FA,station wagon,6.0,17.0,25.0,20.0,6,no
187,2008,BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,FA,station wagon,6.0,18.0,26.0,21.0,6,no
188,2008,BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,CA,station wagon,6.0,17.0,25.0,20.0,6,no
189,2008,BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,CA,station wagon,6.0,18.0,26.0,21.0,6,no
190,2008,BMW 550i,4.8,8,Man-6,2WD,Gasoline,CA,midsize car,7.0,17.0,24.0,19.0,5,no
191,2008,BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,CA,midsize car,7.0,17.0,25.0,20.0,6,yes
192,2008,BMW 550i,4.8,8,Man-6,2WD,Gasoline,FA,midsize car,6.0,17.0,24.0,19.0,5,no
193,2008,BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,FA,midsize car,6.0,17.0,25.0,20.0,6,no
194,2008,BMW 650ci,4.8,8,Man-6,2WD,Gasoline,CA,small car,7.0,17.0,24.0,19.0,5,no
195,2008,BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,CA,small car,7.0,17.0,25.0,20.0,6,yes
196,2008,BMW 650ci,4.8,8,Man-6,2WD,Gasoline,FA,small car,6.0,17.0,24.0,19.0,5,no
197,2008,BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,17.0,25.0,20.0,6,no
198,2008,BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,CA,small car,7.0,16.0,22.0,18.0,5,no
199,2008,BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,CA,small car,7.0,17.0,25.0,20.0,6,yes
200,2008,BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,FA,small car,6.0,16.0,22.0,18.0,5,no
201,2008,BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,FA,small car,6.0,17.0,25.0,20.0,6,no
202,2008,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,CA,large car,7.0,17.0,25.0,20.0,6,yes
203,2008,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,FA,large car,6.0,17.0,25.0,20.0,6,no
204,2008,BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,CA,large car,7.0,17.0,25.0,20.0,6,yes
205,2008,BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,FA,large car,6.0,17.0,25.0,20.0,6,no
206,2008,BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,FA,large car,6.0,14.0,22.0,17.0,4,no
207,2008,BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,CA,large car,6.0,14.0,22.0,17.0,4,no
208,2008,BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,FA,large car,6.0,15.0,23.0,18.0,5,no
209,2008,BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,CA,large car,6.0,15.0,23.0,18.0,5,no
210,2008,BMW M5,5.0,10,Man-6,2WD,Gasoline,FA,midsize car,6.0,12.0,18.0,14.0,2,no
211,2008,BMW M5,5.0,10,Auto-S7,2WD,Gasoline,FA,midsize car,6.0,12.0,18.0,14.0,2,no
212,2008,BMW M5,5.0,10,Man-6,2WD,Gasoline,CA,midsize car,6.0,12.0,18.0,14.0,2,no
213,2008,BMW M5,5.0,10,Auto-S7,2WD,Gasoline,CA,midsize car,6.0,12.0,18.0,14.0,2,no
214,2008,BMW M6,5.0,10,Man-6,2WD,Gasoline,FA,small car,6.0,12.0,18.0,14.0,2,no
215,2008,BMW M6,5.0,10,Auto-S7,2WD,Gasoline,FA,small car,6.0,12.0,18.0,14.0,2,no
216,2008,BMW M6,5.0,10,Man-6,2WD,Gasoline,CA,small car,6.0,12.0,18.0,14.0,2,no
